Day,Month,Hour,League_Rank,Total_teams,Games_played,Points,Max_points,Min_points,Won,Draw,Lost,Goals_Scored,Goals_Rec,Win_Perc,Draw_Perc,Status,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Thu,Weekday_Tue,Weekday_Wed,Goals
7,12,19,3,20,14,29,40,2,9,2,3,27,12,80,11,0,1,0,0,0,0,0,0,0
15,12,18,17,20,15,13,43,3,3,4,8,13,21,34,34,0,0,0,1,0,0,0,0,0
29,12,12,5,20,18,29,50,5,8,5,5,31,21,29,22,0,0,0,1,0,0,0,0,1
26,12,15,1,20,17,49,49,5,16,1,0,34,8,96,14,0,0,0,0,0,0,0,1,2
9,12,19,7,20,14,21,43,2,5,6,3,19,16,26,51,0,0,0,0,1,0,0,0,0
8,12,19,10,20,14,19,43,2,5,4,5,21,17,18,18,0,0,0,1,0,0,0,0,2
29,12,15,3,20,18,36,50,5,11,3,4,30,14,69,14,0,0,0,1,0,0,0,0,1
29,12,15,8,20,18,26,50,5,6,8,4,23,18,35,55,0,0,0,1,0,0,0,0,1
16,12,18,2,20,15,35,46,3,11,2,2,32,14,64,27,0,0,0,0,1,0,0,0,1
26,12,18,8,20,17,25,49,5,6,7,4,27,23,48,35,0,0,0,0,0,0,0,1,1
22,12,18,3,20,16,32,46,4,10,2,4,28,13,63,16,0,0,0,1,0,0,0,0,1
3,12,19,3,20,13,29,40,2,9,2,2,26,13,55,44,0,0,1,0,0,0,0,0,2
29,12,18,18,20,18,13,50,5,2,7,9,13,26,12,35,0,0,0,1,0,0,0,0,2
26,12,20,2,20,17,41,49,5,13,2,2,34,14,82,20,0,0,0,0,0,0,0,1,0
26,12,15,4,20,17,28,49,5,8,4,5,25,20,52,39,0,0,0,0,0,0,0,1,2
18,12,20,4,20,15,26,46,4,7,5,3,24,18,59,34,0,0,0,0,0,0,1,0,0
8,12,17,7,20,14,20,43,2,5,5,4,24,18,59,34,0,0,0,1,0,0,0,0,2
29,12,15,7,20,18,27,50,5,7,6,5,32,24,46,39,0,0,0,1,0,0,0,0,2
26,12,15,20,20,17,5,49,5,0,8,9,13,33,7,48,0,0,0,0,0,0,0,1,0
22,12,15,10,20,16,22,46,4,5,7,4,24,17,39,31,0,0,0,1,0,0,0,0,1
2,12,19,3,20,13,28,40,1,9,1,3,25,10,78,13,0,0,0,0,1,0,0,0,2
2,12,17,4,20,13,23,40,1,7,2,4,19,15,47,39,0,0,0,0,1,0,0,0,1
26,12,18,15,20,17,16,49,5,4,4,9,22,33,27,27,0,0,0,0,0,0,0,1,0
17,12,20,5,20,15,25,46,4,7,4,4,22,18,47,24,0,0,1,0,0,0,0,0,0
22,12,18,18,20,16,12,46,4,2,6,8,13,24,0,26,0,0,0,1,0,0,0,0,0
9,12,14,20,20,14,2,43,2,0,5,9,11,31,0,34,0,0,0,0,1,0,0,0,1
29,12,15,9,20,18,25,50,5,7,4,7,33,25,46,39,0,0,0,1,0,0,0,0,6
1,12,19,18,20,13,11,38,1,2,5,6,11,18,8,42,0,0,0,1,0,0,0,0,1
29,12,15,10,20,18,25,50,5,6,7,5,25,18,35,41,0,0,0,1,0,0,0,0,0
22,12,15,6,20,16,24,46,4,7,3,6,30,20,44,29,0,0,0,1,0,0,0,0,1
16,12,15,14,20,15,16,43,3,4,4,7,19,26,31,31,0,0,0,0,1,0,0,0,1
15,12,15,19,19,14,9,29,9,2,3,9,11,22,18,18,0,0,0,1,0,0,0,0,1
2,12,14,16,20,14,13,40,4,3,4,7,12,18,35,20,0,0,0,0,1,0,0,0,0
2,12,14,14,20,13,15,40,1,4,3,6,18,27,26,17,0,0,0,0,1,0,0,0,1
9,12,11,12,20,14,18,43,2,4,6,4,18,13,42,34,0,0,0,0,1,0,0,0,3
30,12,15,17,19,17,13,34,11,3,4,10,15,26,19,26,0,0,0,0,1,0,0,0,2
29,12,15,13,20,18,20,50,5,4,8,6,17,23,26,33,0,0,0,1,0,0,0,0,0
22,12,15,9,20,16,23,46,4,6,5,5,25,19,31,31,0,0,0,1,0,0,0,0,4
26,12,15,13,20,17,19,49,5,5,4,8,25,34,26,39,0,0,0,0,0,0,0,1,0
21,12,21,2,19,15,27,30,10,7,6,2,30,20,51,42,0,1,0,0,0,0,0,0,1
9,12,14,12,20,14,18,43,2,5,3,6,26,19,51,26,0,0,0,0,1,0,0,0,3
22,12,15,11,20,16,22,46,4,5,7,4,19,17,37,51,0,0,0,1,0,0,0,0,1
17,12,21,4,19,15,26,30,10,7,5,3,23,18,46,37,0,0,1,0,0,0,0,0,1
16,12,15,10,20,15,21,44,3,6,3,6,16,19,27,9,0,0,0,0,1,0,0,0,0
23,12,15,8,19,15,22,30,11,6,4,5,20,20,39,31,0,0,0,0,1,0,0,0,2
27,12,21,10,19,16,22,31,11,6,4,6,21,19,22,29,0,0,0,0,0,1,0,0,3
30,12,14,20,20,18,11,36,11,4,10,4,29,25,22,66,0,0,0,0,1,0,0,0,0
10,12,20,6,19,13,21,29,9,5,6,2,25,18,40,30,0,0,1,0,0,0,0,0,3
17,12,20,5,19,14,27,39,5,8,3,3,19,8,55,37,0,0,1,0,0,0,0,0,1
16,12,21,2,19,15,26,30,10,7,5,3,25,18,47,55,0,0,0,0,1,0,0,0,1
22,12,16,1,20,17,35,35,13,10,5,2,25,15,52,39,0,0,0,1,0,0,0,0,1
16,12,16,12,19,14,17,38,5,5,2,7,13,20,37,9,0,0,0,0,1,0,0,0,1
15,12,15,9,19,14,20,29,9,6,2,6,19,17,50,11,0,0,0,1,0,0,0,0,1
12,12,19,5,20,15,23,30,8,6,5,4,14,12,55,33,0,0,0,0,0,0,0,1,1
12,12,14,11,20,15,17,30,8,4,5,6,15,20,47,47,0,0,0,0,0,0,0,1,1
23,12,14,18,19,17,8,42,6,4,4,9,15,24,27,20,0,0,0,0,1,0,0,0,0
16,12,14,10,20,17,23,35,13,5,8,4,15,12,39,47,0,0,0,0,1,0,0,0,1
12,12,16,17,19,14,6,35,4,4,2,8,12,19,0,44,0,0,0,0,0,0,0,1,2
9,12,13,18,20,12,11,27,7,2,5,5,14,18,33,22,0,0,0,0,1,0,0,0,1
8,12,13,19,20,14,11,26,10,1,8,5,6,10,0,73,0,0,0,1,0,0,0,0,2
2,12,13,9,20,13,16,27,7,3,7,3,14,11,16,79,0,0,0,0,1,0,0,0,1
12,5,19,11,20,38,43,95,21,11,10,17,29,59,30,42,0,0,0,1,0,0,0,0,2
20,5,19,3,20,38,77,95,21,23,8,7,61,28,42,37,0,0,0,0,1,0,0,0,1
13,5,14,16,20,38,39,95,21,11,6,21,33,61,25,42,0,0,0,0,1,0,0,0,1
6,5,10,4,20,38,72,95,21,20,12,6,66,30,49,13,0,0,0,0,1,0,0,0,4
6,5,18,3,20,38,77,95,21,23,8,7,61,28,49,30,0,0,0,0,1,0,0,0,1
6,5,13,7,20,38,60,95,21,16,12,10,57,39,42,25,0,0,0,0,1,0,0,0,1
13,5,17,6,20,38,64,95,21,18,10,10,56,42,49,37,0,0,0,0,1,0,0,0,1
20,5,14,9,20,38,54,95,21,13,15,10,54,46,30,55,0,0,0,0,1,0,0,0,2
6,5,13,8,20,38,57,95,21,16,9,13,54,46,37,42,0,0,0,0,1,0,0,0,3
18,5,19,16,22,42,48,85,37,11,15,16,41,52,16,13,0,1,0,0,0,0,0,0,0
12,5,14,5,22,42,67,85,37,17,16,9,56,42,33,39,0,0,0,1,0,0,0,0,1
19,8,17,5,20,0,0,3,0,0,0,0,0,0,42,37,0,0,0,0,1,0,0,0,1
25,8,19,10,20,0,0,3,0,0,0,0,0,0,49,42,0,0,0,1,0,0,0,0,2
19,8,19,19,20,1,0,3,0,0,0,1,0,1,73,18,0,0,0,0,1,0,0,0,0
26,8,19,16,20,1,0,6,0,0,0,1,0,1,37,49,0,0,0,0,1,0,0,0,2
25,8,17,15,20,1,0,3,0,0,0,1,1,2,55,30,0,0,0,1,0,0,0,0,0
26,8,19,13,20,1,0,6,0,0,0,1,2,3,35,15,0,0,0,0,1,0,0,0,1
26,8,19,4,20,1,3,6,0,1,0,0,2,0,110,15,0,0,0,0,1,0,0,0,1
26,8,19,12,20,0,0,6,0,0,0,0,0,0,18,37,0,0,0,0,1,0,0,0,0
29,9,17,2,20,6,15,18,-1,5,0,1,12,7,59,34,0,0,0,1,0,0,0,0,1
26,9,20,18,20,6,4,18,-1,1,1,4,2,7,17,26,0,0,0,0,0,0,0,1,0
2,9,19,2,20,2,6,9,0,2,0,0,5,3,85,13,0,0,0,0,1,0,0,0,0
27,9,20,14,20,5,6,18,-1,1,3,1,8,8,55,55,0,0,0,0,0,1,0,0,1
23,9,17,15,20,4,4,12,-1,1,1,2,7,6,66,29,0,0,0,0,1,0,0,0,2
16,9,11,20,20,3,-2,9,-2,0,1,2,3,9,37,22,0,0,0,0,1,0,0,0,2
15,9,14,17,20,3,1,9,-2,0,1,2,3,5,0,37,0,0,0,1,0,0,0,0,1
1,9,17,13,20,2,1,6,0,0,1,1,2,3,48,19,0,0,0,1,0,0,0,0,3
25,9,20,3,20,5,10,15,-1,3,1,1,11,3,55,24,0,0,0,0,0,0,1,0,1
21,9,19,16,20,4,4,12,-1,1,1,2,3,3,55,0,0,1,0,0,0,0,0,0,1
23,9,14,9,20,3,6,12,-1,2,0,1,6,6,47,39,0,0,0,0,1,0,0,0,1
30,9,18,15,20,5,6,21,-1,1,3,1,8,8,42,34,0,0,0,0,1,0,0,0,4
23,9,14,11,20,4,5,12,-1,1,2,1,7,7,68,26,0,0,0,0,1,0,0,0,0
15,9,17,3,20,2,6,9,-2,2,0,0,7,1,82,20,0,0,0,1,0,0,0,0,0
23,9,11,4,20,4,9,12,-1,3,0,1,6,6,77,17,0,0,0,0,1,0,0,0,3
22,9,19,14,20,4,4,12,-1,1,1,2,5,4,39,16,0,0,0,1,0,0,0,0,1
2,9,17,4,20,3,5,9,0,1,2,0,3,2,30,49,0,0,0,0,1,0,0,0,0
30,9,13,16,20,7,6,21,-1,1,3,3,9,10,40,50,0,0,0,0,1,0,0,0,0
19,9,18,6,20,3,6,12,-1,2,0,1,7,2,41,14,0,0,0,0,0,0,0,1,1
26,9,20,14,20,6,6,18,-1,1,3,2,5,7,55,9,0,0,0,0,0,0,0,1,0
23,9,14,13,20,4,5,12,-1,1,2,1,4,4,15,15,0,0,0,0,1,0,0,0,2
26,9,20,20,20,6,-1,18,-1,0,2,4,5,15,42,17,0,0,0,0,0,0,0,1,0
26,9,20,9,20,6,8,18,-1,2,2,2,9,3,37,18,0,0,0,0,0,0,0,1,0
16,9,14,18,20,3,1,9,-2,0,1,2,0,4,8,24,0,0,0,0,1,0,0,0,0
30,9,13,15,20,6,6,21,-1,1,3,2,5,7,55,18,0,0,0,0,1,0,0,0,1
30,9,10,10,20,6,8,21,-1,2,2,2,7,6,20,30,0,0,0,0,1,0,0,0,1
22,9,14,12,20,4,5,12,-1,1,2,1,4,5,66,0,0,0,0,1,0,0,0,0,0
16,9,14,11,20,3,4,9,-2,1,1,1,3,3,16,16,0,0,0,0,1,0,0,0,1
30,9,19,19,19,6,1,13,1,3,0,3,11,11,37,0,0,0,0,0,1,0,0,0,3
2,9,19,11,20,1,3,9,0,1,0,0,2,1,30,30,0,0,0,0,1,0,0,0,3
28,9,20,8,19,5,6,13,-2,1,3,1,7,7,0,0,0,1,0,0,0,0,0,0,2
2,9,20,15,19,2,1,6,-5,0,1,1,1,2,39,39,0,0,0,0,1,0,0,0,0
17,9,20,11,19,2,3,9,-5,1,0,1,4,4,110,0,0,0,1,0,0,0,0,0,1
29,9,14,15,19,5,4,13,-2,1,1,3,5,10,19,46,0,0,0,1,0,0,0,0,1
27,9,19,1,20,3,7,7,0,2,1,0,11,3,55,22,0,0,0,0,0,1,0,0,2
15,9,14,5,19,2,4,6,-5,1,1,0,3,2,26,46,0,0,0,1,0,0,0,0,1
1,9,17,12,19,1,1,4,-5,0,1,0,1,1,22,17,0,0,0,1,0,0,0,0,2
1,9,17,2,19,1,3,4,-5,1,0,0,3,0,33,52,0,0,0,1,0,0,0,0,1
