Day,Month,Hour,League_Rank_1,League_Rank_2,Total_teams,Games_played_1,Games_played_2,Points_1,Points_2,Max_points,Min_points,Won_1,Draw_1,Lost_1,Won_2,Draw_2,Lost_2,Goals_Scored_1,Goals_Scored_2,Goals_Rec_1,Goal_Rec_2,Win_Perc_1,Win_Perc_2,Draw_Perc_1,Draw_Perc_2,Avrage_FT_Goal,Average_HT_Goal,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Thu,Weekday_Tue,Weekday_Wed,Result
21,1,18,14,5,16,15,15,11,23,44,6,2,5,8,8,5,2,9,25,21,14,18,55,37,37,2.5,1.0,0,1,0,0,0,0,0,Home
21,1,18,11,17,18,17,17,21,16,38,12,4,9,4,3,7,7,17,16,17,24,14,27,48,62,1.66,0.83,0,1,0,0,0,0,0,Draw
20,1,18,4,10,16,15,15,27,18,44,6,9,3,3,5,3,7,26,14,7,16,55,37,27,27,1.83,0.5,0,0,0,1,0,0,0,Home
13,1,16,15,2,16,14,14,8,30,38,5,2,2,10,9,3,2,10,21,24,8,18,73,9,18,2.66,0.83,0,0,0,1,0,0,0,Away
11,1,20,17,16,18,16,16,11,12,42,9,3,2,11,2,6,8,17,10,30,23,26,19,33,19,1.83,0.66,1,0,0,0,0,0,0,Draw
13,1,18,5,9,16,14,14,22,19,38,5,8,4,2,5,4,5,23,11,12,11,64,46,27,27,1.83,0.66,0,0,0,1,0,0,0,Draw
11,1,22,6,5,18,16,16,25,28,42,9,7,4,5,9,1,6,21,18,17,20,62,48,7,27,2.83,1.5,1,0,0,0,0,0,0,Home
19,1,18,1,9,16,15,15,41,19,41,5,14,1,0,5,4,6,27,17,6,20,101,46,9,27,3.0,1.33,0,0,1,0,0,0,0,Home
4,1,20,3,4,12,20,20,40,35,42,11,12,4,4,10,5,5,54,37,12,24,70,50,11,20,3.83,2.0,1,0,0,0,0,0,0,Home
3,1,17,18,17,18,14,14,7,10,36,7,2,1,11,2,4,8,10,8,23,21,27,27,27,9,2.5,1.16,0,0,0,0,1,0,0,Draw
2,1,19,12,5,18,14,14,16,25,36,7,4,4,6,7,4,3,17,21,26,15,34,51,34,34,3.33,1.83,0,0,0,0,0,0,1,Home
26,1,20,7,15,18,18,18,26,18,49,15,7,5,6,4,6,8,25,21,26,38,41,27,20,27,2.16,1.0,0,0,1,0,0,0,0,Away
26,1,18,8,14,18,18,18,26,18,49,15,8,2,8,5,3,10,33,20,38,31,55,27,7,14,2.66,0.66,0,0,1,0,0,0,0,Away
25,1,20,17,12,18,18,18,15,20,49,15,4,3,11,5,5,8,21,25,40,38,35,27,20,14,2.33,1.0,1,0,0,0,0,0,0,Draw
20,1,14,2,8,16,21,21,41,30,51,14,12,5,4,9,3,9,48,32,22,29,79,39,31,16,4.66,2.33,0,0,0,1,0,0,0,Away
14,1,20,12,1,14,17,17,16,45,45,14,2,10,5,14,3,0,10,43,14,9,9,92,64,18,2.33,1.0,0,1,0,0,0,0,0,Draw
8,1,9,8,6,10,11,11,9,16,26,2,2,3,6,4,4,3,12,14,20,13,41,27,41,41,3.66,1.33,0,0,0,0,0,1,0,Away
26,1,18,10,3,16,16,16,19,30,44,6,5,4,7,10,3,3,17,29,23,7,46,55,18,27,2.0,1.0,0,0,1,0,0,0,0,Away
26,1,16,1,10,12,21,22,45,14,45,12,14,3,4,4,2,16,50,14,14,46,66,22,22,11,3.0,1.83,0,0,1,0,0,0,0,Home
23,1,20,3,2,12,21,21,41,42,42,10,12,5,4,12,6,3,32,43,20,16,66,55,22,33,2.16,1.0,0,0,0,0,0,0,1,Home
23,1,12,1,6,10,14,14,33,22,33,6,10,3,1,6,4,4,31,19,16,16,69,41,27,41,2.66,1.5,0,0,0,0,0,0,1,Draw
19,1,18,7,5,18,17,17,25,28,48,12,7,4,6,8,4,5,30,30,26,23,48,55,27,20,4.33,1.5,0,0,1,0,0,0,0,Home
18,1,9,8,6,10,13,13,9,19,32,5,2,3,8,5,4,4,17,17,27,15,41,41,27,27,3.33,1.5,1,0,0,0,0,0,0,Away
13,1,18,10,1,16,14,14,18,38,38,5,5,3,6,13,1,0,14,24,13,6,37,101,27,9,3.0,1.5,0,0,0,1,0,0,0,Away
2,1,21,10,7,18,14,14,19,22,36,7,5,4,5,7,1,6,23,15,23,19,59,42,8,34,2.5,0.83,0,0,0,0,0,0,1,Away
26,1,18,7,13,16,22,22,33,21,51,14,10,3,9,4,9,9,33,24,29,31,47,8,8,55,2.5,0.33,0,0,1,0,0,0,0,Draw
21,1,20,1,10,14,18,18,46,19,46,14,14,4,0,4,7,7,44,21,10,27,92,27,18,27,3.33,2.0,0,1,0,0,0,0,0,Home
21,1,20,7,15,20,20,20,33,26,46,13,9,6,5,7,5,8,46,20,36,26,55,42,25,25,1.83,1.0,0,1,0,0,0,0,0,Draw
20,1,18,8,5,16,22,22,32,35,51,14,9,5,8,10,5,7,38,37,36,27,63,55,24,16,1.0,0.16,0,0,0,1,0,0,0,Home
19,1,20,13,8,18,18,18,18,26,48,12,5,3,10,8,2,8,21,33,28,38,48,27,14,20,3.66,1.33,0,0,1,0,0,0,0,Home
16,1,9,10,4,10,12,12,2,23,32,2,0,2,10,7,2,3,12,16,32,10,0,55,14,0,2.66,1.5,0,0,0,0,0,0,1,Home
13,1,21,10,13,18,16,16,19,18,43,9,5,4,7,5,3,8,26,15,29,18,35,35,27,20,2.33,0.66,0,0,0,1,0,0,0,Draw
12,1,9,2,7,10,12,12,23,12,29,2,7,2,3,3,3,6,24,13,14,17,69,41,14,27,2.0,1.16,0,0,1,0,0,0,0,Home
9,1,12,1,3,10,12,12,29,23,29,2,9,2,1,7,2,3,27,24,13,16,82,55,27,27,3.66,1.83,0,0,0,0,0,0,1,Home
7,1,20,1,6,14,16,16,42,24,42,14,13,3,0,7,3,6,39,19,8,19,92,37,18,27,3.66,1.16,0,1,0,0,0,0,0,Home
4,1,9,3,10,10,10,10,20,2,23,2,6,2,2,0,2,8,18,8,11,24,55,0,27,27,2.66,1.16,1,0,0,0,0,0,0,Home
1,1,15,9,3,12,19,19,20,37,41,10,5,5,9,11,4,4,23,51,31,12,44,66,11,22,4.5,2.16,0,0,0,0,0,1,0,Away
23,1,20,10,4,12,21,21,14,39,42,10,4,2,15,12,3,6,14,34,43,24,22,44,11,33,2.33,1.33,0,0,0,0,0,0,1,Away
20,1,18,8,3,16,15,15,20,29,44,6,5,5,5,8,5,2,13,24,13,14,37,64,27,27,1.66,0.66,0,0,0,1,0,0,0,Home
20,1,7,2,5,10,14,13,29,22,33,5,9,2,3,6,4,3,31,20,15,17,82,41,0,27,3.16,1.16,0,0,0,1,0,0,0,Draw
19,1,9,4,1,10,13,13,23,32,32,5,7,2,4,10,2,1,17,31,12,16,55,69,14,27,3.5,1.83,0,0,1,0,0,0,0,Draw
19,1,18,4,10,16,22,22,39,28,51,14,11,6,5,7,7,8,35,29,23,32,31,31,39,31,3.5,2.16,0,0,1,0,0,0,0,Home
19,1,16,12,2,16,15,15,14,33,41,5,4,2,9,10,3,2,11,23,24,8,37,73,18,27,3.16,1.16,0,0,1,0,0,0,0,Away
19,1,18,11,3,12,16,16,9,34,38,7,2,3,11,10,4,2,15,38,28,14,22,66,11,22,4.66,3.0,0,0,1,0,0,0,0,Away
13,1,18,18,12,18,16,16,9,18,43,9,2,3,11,5,3,8,10,20,23,23,20,35,20,20,2.33,1.5,0,0,0,1,0,0,0,Home
13,1,15,3,7,12,15,15,31,20,38,8,9,4,2,6,2,7,36,15,13,18,66,44,22,11,1.5,1.0,0,0,0,1,0,0,0,Home
12,1,18,1,4,12,15,15,35,24,35,8,11,2,2,6,6,3,33,20,15,14,66,44,22,44,2.33,1.5,0,0,1,0,0,0,0,Home
8,1,18,2,15,16,16,16,28,12,33,11,7,7,2,2,6,8,21,9,14,17,47,16,47,47,2.16,1.16,0,0,0,0,0,1,0,Home
5,1,18,8,1,12,14,14,14,32,32,7,4,2,8,10,2,2,22,31,25,14,33,77,22,22,4.5,2.16,0,0,1,0,0,0,0,Away
4,1,18,15,1,16,15,15,14,33,33,10,3,5,7,10,3,2,17,27,22,12,31,71,39,24,2.0,0.83,1,0,0,0,0,0,0,Home
2,1,19,13,11,18,14,14,13,17,36,7,3,4,7,5,2,7,11,15,17,17,37,27,18,37,2.66,1.16,0,0,0,0,0,0,1,Home
19,1,7,3,7,10,13,13,26,12,32,5,8,2,3,3,3,7,26,14,17,19,69,41,14,14,2.66,0.83,0,0,1,0,0,0,0,Home
18,1,20,1,6,20,20,20,43,34,43,11,13,4,3,10,4,6,39,27,21,19,68,61,25,25,2.0,1.16,1,0,0,0,0,0,0,Home
15,1,9,9,2,10,13,13,7,26,32,2,1,4,8,8,2,3,15,26,26,15,0,55,41,14,2.33,1.0,0,0,0,0,0,1,0,Away
13,1,14,19,2,20,20,20,12,41,41,10,2,6,12,12,5,3,21,34,38,20,13,68,25,25,2.66,1.33,0,0,0,1,0,0,0,Away
13,1,10,1,8,10,12,12,29,9,29,2,9,2,1,2,3,7,27,14,13,23,82,41,14,27,2.5,1.83,0,0,0,1,0,0,0,Home
12,1,18,3,6,16,14,14,28,21,38,5,8,4,2,6,3,5,22,19,12,19,64,46,37,27,2.16,1.0,0,0,1,0,0,0,0,Draw
5,1,16,2,10,10,18,19,36,13,39,13,10,6,2,3,4,12,34,16,16,31,69,14,14,0,2.5,1.0,0,0,1,0,0,0,0,Away
5,1,16,3,9,10,19,19,32,14,39,13,9,5,5,4,2,13,29,17,28,32,27,41,41,0,3.16,1.16,0,0,1,0,0,0,0,Draw
26,1,19,17,18,18,18,18,16,15,49,15,4,4,10,4,3,11,25,19,48,44,27,14,27,20,3.5,1.5,0,0,1,0,0,0,0,Home
24,1,1,11,12,26,12,14,19,19,36,10,5,4,3,5,4,5,16,13,7,14,41,41,41,27,2.5,1.16,0,0,0,0,1,0,0,Away
20,1,14,18,9,18,17,17,12,20,48,12,3,3,11,5,5,7,14,29,43,30,20,27,20,35,3.5,1.5,0,0,0,1,0,0,0,Home
19,1,16,5,13,18,18,18,29,19,46,12,7,8,3,5,4,9,23,23,18,27,35,35,48,20,1.33,0.5,0,0,1,0,0,0,0,Draw
19,1,11,3,10,18,17,17,29,22,35,12,8,5,4,7,1,9,26,18,16,19,48,48,35,7,2.66,1.0,0,0,1,0,0,0,0,Home
18,1,20,3,5,20,20,20,39,34,43,11,11,6,3,10,4,6,41,33,21,25,68,55,25,18,3.5,1.5,1,0,0,0,0,0,0,Draw
11,1,18,4,15,16,16,16,24,17,33,11,6,6,4,4,5,7,15,18,17,22,31,24,47,39,1.66,0.83,1,0,0,0,0,0,0,Home
5,1,9,8,3,10,11,11,10,21,23,2,2,4,5,6,3,2,11,22,18,11,41,69,41,14,2.66,1.5,0,0,1,0,0,0,0,Away
5,1,15,8,5,12,20,20,24,34,45,11,7,3,10,10,4,6,29,42,31,32,44,44,0,22,3.66,1.5,0,0,1,0,0,0,0,Home
26,1,20,16,15,16,22,22,14,20,51,14,3,5,14,5,5,12,20,34,39,48,16,16,24,31,3.83,0.66,0,0,1,0,0,0,0,Away
24,1,16,4,3,18,19,15,30,30,41,15,9,3,7,9,3,3,21,23,19,11,55,63,16,24,3.16,1.33,0,0,0,0,1,0,0,Away
22,1,9,4,8,10,14,14,24,9,33,6,7,3,4,2,3,9,17,18,12,29,55,27,14,41,2.83,1.83,0,0,0,0,0,1,0,Home
22,1,18,2,14,16,17,17,31,15,34,11,8,7,2,3,6,8,25,12,16,18,47,39,47,31,3.66,1.33,0,0,0,0,0,1,0,Draw
21,1,18,8,6,12,16,16,17,25,41,8,5,2,9,7,4,5,24,22,27,14,44,55,22,22,2.83,1.66,0,1,0,0,0,0,0,Away
20,1,15,3,1,12,17,17,37,41,41,8,12,1,4,13,2,2,30,38,20,15,88,77,0,11,1.83,0.83,0,0,0,1,0,0,0,Away
20,1,12,12,17,18,17,17,19,15,48,12,5,4,8,4,3,10,26,21,34,38,35,27,20,14,2.66,1.5,0,0,0,1,0,0,0,Home
19,1,18,16,15,16,15,15,5,8,41,5,1,2,12,2,2,11,6,10,26,26,9,9,18,18,2.5,1.0,0,0,1,0,0,0,0,Draw
18,1,20,12,8,20,20,20,26,32,43,11,8,2,10,10,2,8,27,39,31,29,42,55,13,6,3.5,1.5,1,0,0,0,0,0,0,Home
13,1,14,7,6,20,19,19,31,32,40,10,10,1,8,9,5,5,37,44,27,34,49,61,30,6,2.83,1.33,0,0,0,1,0,0,0,Draw
13,1,17,6,12,12,15,15,22,8,38,8,6,4,5,2,2,11,18,13,13,26,55,22,22,11,3.0,1.66,0,0,0,1,0,0,0,Draw
13,1,8,3,6,10,12,12,23,19,29,2,7,2,3,5,4,3,24,16,16,13,69,41,14,27,2.0,1.0,0,0,0,1,0,0,0,Home
12,1,16,3,7,10,20,20,33,24,39,15,9,6,5,6,6,8,30,22,29,27,41,41,41,27,2.0,0.5,0,0,1,0,0,0,0,Home
12,1,21,14,15,18,16,16,16,14,42,9,4,4,8,4,2,10,12,10,18,21,27,27,27,7,2.16,0.83,0,0,1,0,0,0,0,Away
11,1,17,2,10,16,17,17,32,19,33,11,9,5,3,4,7,6,21,17,10,25,55,31,31,39,2.0,0.83,1,0,0,0,0,0,0,Home
11,1,13,1,9,16,15,15,36,21,36,6,11,3,1,6,3,6,34,17,16,24,79,47,24,24,3.16,1.16,1,0,0,0,0,0,0,Draw
11,1,9,4,9,10,11,12,20,7,29,2,6,2,3,1,4,7,15,15,10,25,55,0,14,41,2.83,1.33,1,0,0,0,0,0,0,Home
10,1,9,3,9,9,9,9,15,1,19,1,5,0,4,0,1,8,23,5,14,20,55,41,27,41,3.66,1.83,0,0,0,0,1,0,0,Home
10,1,17,10,15,16,15,15,20,6,36,6,6,2,7,1,3,11,21,17,20,32,39,8,16,24,4.83,1.33,0,0,0,0,1,0,0,Away
9,1,18,3,17,18,15,15,29,13,34,13,9,2,4,3,4,8,27,17,14,24,63,31,16,24,2.5,1.5,0,0,0,0,0,0,1,Draw
6,1,19,8,10,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48,14,41,27,2.16,1.16,0,0,0,1,0,0,0,Draw
5,1,16,7,10,10,17,17,19,6,44,6,5,4,8,1,3,13,13,14,20,39,27,14,27,14,2.83,1.66,0,0,1,0,0,0,0,Draw
4,1,16,14,3,16,15,15,15,24,33,10,3,6,6,7,3,5,12,17,21,12,24,47,47,24,2.16,0.5,1,0,0,0,0,0,0,Home
26,1,17,2,8,12,18,18,40,17,41,9,12,4,2,5,2,11,43,24,14,34,77,44,11,11,2.83,1.33,0,0,1,0,0,0,0,Home
23,1,16,9,14,18,19,18,23,19,41,15,4,11,4,4,7,7,19,23,21,27,22,22,73,44,3.33,1.5,0,0,0,0,0,0,1,Draw
20,1,9,10,9,10,13,14,5,7,33,5,1,2,10,1,4,9,14,15,33,31,0,14,14,27,2.5,0.66,0,0,0,1,0,0,0,Draw
15,1,14,2,8,14,11,11,26,14,26,7,8,2,1,3,5,3,16,10,5,9,99,33,11,55,2.5,0.0,0,0,0,0,0,1,0,Home
14,1,18,10,1,16,19,19,22,36,36,9,5,7,7,10,6,3,16,31,20,19,31,71,24,24,2.5,0.0,0,1,0,0,0,0,0,Home
13,1,14,14,15,20,20,20,25,25,43,11,7,4,9,7,4,9,24,33,26,36,30,42,25,25,3.5,1.33,0,0,0,1,0,0,0,Home
9,1,16,1,10,18,15,15,34,18,34,13,11,1,3,5,3,7,21,13,6,15,55,44,22,22,1.5,0.0,0,0,0,0,0,0,1,Home
9,1,18,6,3,12,15,15,22,31,35,8,6,4,5,9,4,2,18,36,13,13,66,77,11,11,2.83,1.33,0,0,0,0,0,0,1,Draw
6,1,12,2,9,18,16,15,34,19,34,13,10,4,2,5,4,6,22,15,12,17,63,47,24,16,1.66,0.66,0,0,0,1,0,0,0,Draw
5,1,16,6,9,10,17,17,19,14,44,6,5,4,8,4,2,11,21,19,21,43,13,25,25,0,2.33,1.33,0,0,1,0,0,0,0,Home
4,1,19,15,7,16,15,15,12,21,30,11,2,6,7,6,3,6,9,15,16,16,39,16,24,47,0.83,0.16,1,0,0,0,0,0,0,Away
4,1,18,4,2,16,15,15,23,26,33,10,6,5,4,7,5,3,14,19,6,10,55,55,24,24,1.33,0.33,1,0,0,0,0,0,0,Away
4,1,15,5,8,16,15,15,23,19,33,10,6,5,4,4,7,4,13,15,12,12,47,24,24,55,2.5,1.16,1,0,0,0,0,0,0,Away
4,1,14,1,7,16,14,14,33,20,33,6,10,3,1,6,2,6,32,20,11,23,73,55,27,9,2.83,0.0,1,0,0,0,0,0,0,Home
2,1,20,8,2,16,12,12,16,21,24,10,4,4,4,6,3,3,13,10,12,4,33,55,33,22,2.5,0.83,0,0,0,0,0,0,1,Away
27,1,2,12,11,12,3,4,1,3,7,1,0,1,2,1,0,3,3,4,5,8,55,44,33,33,1.5,0.33,0,0,0,1,0,0,0,Home
26,1,18,8,5,16,17,17,23,24,44,6,6,5,6,6,6,5,21,15,24,14,46,46,27,18,3.16,1.66,0,0,1,0,0,0,0,Draw
26,1,16,4,12,12,18,18,29,9,41,9,9,2,7,2,3,13,24,15,23,32,55,22,11,11,1.66,0.66,0,0,1,0,0,0,0,Home
26,1,15,11,2,14,19,19,18,31,49,15,2,12,5,8,7,4,12,27,16,13,55,9,27,55,2.66,1.33,0,0,1,0,0,0,0,Home
26,1,11,1,9,18,19,19,42,27,42,-1,13,3,3,8,3,8,35,24,18,24,69,48,20,20,2.83,1.0,0,0,1,0,0,0,0,Home
25,1,9,9,8,10,15,15,8,9,34,6,1,5,9,2,3,10,16,21,32,33,41,14,27,27,4.5,2.0,1,0,0,0,0,0,0,Draw
25,1,20,11,1,20,21,21,28,46,46,13,8,4,9,14,4,3,27,42,27,21,37,68,25,25,3.66,1.5,1,0,0,0,0,0,0,Home
23,1,9,7,10,10,15,15,13,7,33,7,3,4,8,1,4,10,14,15,20,34,27,0,27,27,4.16,1.83,0,0,0,0,0,0,1,Home
23,1,21,12,1,12,3,3,0,7,7,0,0,0,3,2,1,0,2,5,8,3,44,33,33,0,2.5,1.16,0,0,0,0,0,0,1,Home
20,1,17,6,10,12,16,16,24,13,38,7,6,6,4,3,4,9,20,13,18,27,44,33,33,0,3.33,1.5,0,0,0,1,0,0,0,Home
19,1,20,9,16,16,22,22,28,14,51,14,9,1,12,3,5,14,26,20,39,39,39,8,8,31,3.33,1.5,0,0,1,0,0,0,0,Home
19,1,14,8,13,18,17,17,27,19,35,12,8,3,6,5,4,8,19,15,21,25,55,27,20,27,1.83,0.66,0,0,1,0,0,0,0,Draw
19,1,16,2,9,10,19,19,44,14,47,7,14,2,3,4,2,13,42,19,14,48,82,27,14,0,3.16,1.5,0,0,1,0,0,0,0,Home
18,1,16,10,11,16,17,16,19,18,36,13,4,7,6,4,6,6,17,17,25,20,31,31,39,39,1.66,1.0,1,0,0,0,0,0,0,Away
18,1,20,17,9,20,20,20,14,29,43,11,2,8,10,8,5,7,21,28,32,28,12,40,40,24,4.0,1.33,1,0,0,0,0,0,0,Away
17,1,17,3,16,16,17,17,27,12,36,12,7,6,4,3,6,8,19,13,18,19,39,24,39,24,0.83,0.5,0,0,0,0,1,0,0,Draw
17,1,11,5,10,16,16,16,24,17,33,11,6,6,4,3,8,5,16,7,17,10,47,16,31,55,1.83,0.5,0,0,0,0,1,0,0,Home
17,1,3,8,11,12,1,1,1,0,4,0,0,1,0,0,0,1,1,0,1,1,44,22,33,22,3.0,1.83,0,0,0,0,1,0,0,Away
15,1,17,1,6,16,16,16,33,23,33,12,10,3,3,6,5,5,27,13,13,13,71,47,24,39,2.16,1.0,0,0,0,0,0,1,0,Home
12,1,16,2,3,12,11,11,28,25,33,1,9,1,1,8,1,2,36,29,3,16,81,81,7,0,1.66,0.66,0,0,1,0,0,0,0,Home
12,1,18,12,11,16,15,15,14,18,38,5,3,5,7,5,3,7,14,16,22,20,46,18,9,37,2.5,0.83,0,0,1,0,0,0,0,Draw
12,1,7,6,10,10,12,11,19,2,29,2,5,4,3,0,2,9,17,10,15,29,27,0,41,27,2.0,1.0,0,0,1,0,0,0,0,Home
9,1,18,12,4,18,15,14,17,28,34,13,4,5,6,8,4,2,17,17,20,9,17,68,42,26,3.5,1.5,0,0,0,0,0,0,1,Home
9,1,16,16,11,18,15,15,13,18,34,13,4,1,10,5,3,7,16,19,19,23,31,39,8,16,3.33,1.16,0,0,0,0,0,0,1,Away
6,1,16,10,18,18,15,16,18,13,34,13,5,3,7,3,4,9,13,14,15,24,39,24,24,24,1.83,0.16,0,0,0,1,0,0,0,Home
6,1,19,2,4,14,16,16,26,25,42,13,7,5,4,6,7,3,24,23,12,19,46,55,55,27,1.16,1.0,0,0,0,1,0,0,0,Home
6,1,9,9,3,10,11,10,7,23,23,2,1,4,6,7,2,1,13,20,21,10,14,69,41,27,4.0,1.83,0,0,0,1,0,0,0,Away
6,1,0,14,4,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48,14,27,27,2.83,1.33,0,0,0,1,0,0,0,Away
5,1,16,5,6,10,18,19,26,24,39,13,5,11,2,5,9,5,25,27,20,22,27,41,69,41,2.0,0.83,0,0,1,0,0,0,0,Away
5,1,17,11,1,18,18,15,20,38,38,15,4,8,6,12,2,1,20,33,30,10,17,84,68,17,2.83,1.0,0,0,1,0,0,0,0,Away
5,1,16,1,7,10,19,18,44,21,44,7,14,2,3,6,3,9,34,22,11,27,97,25,0,0,2.83,1.16,0,0,1,0,0,0,0,Away
5,1,7,5,6,10,10,10,15,15,23,2,4,3,3,4,3,3,14,14,13,13,41,27,41,41,2.5,1.5,0,0,1,0,0,0,0,Draw
4,1,14,1,14,16,17,17,34,13,34,6,10,4,3,3,4,10,30,16,18,28,71,31,24,24,2.83,0.0,1,0,0,0,0,0,0,Draw
3,1,15,1,6,8,2,2,6,3,6,0,2,0,0,1,0,1,8,6,2,2,82,69,27,14,1.66,0.0,0,0,0,0,1,0,0,Away
26,1,7,6,4,10,15,15,23,27,34,6,6,5,4,8,3,4,23,21,21,15,41,41,41,14,3.0,1.16,0,0,1,0,0,0,0,Home
26,1,16,5,6,12,23,22,39,37,48,12,12,3,8,11,4,7,29,26,28,26,55,77,22,22,2.0,0.83,0,0,1,0,0,0,0,Home
26,1,16,1,5,10,21,20,52,30,52,16,16,4,1,9,3,8,49,28,18,33,69,27,41,41,3.33,1.33,0,0,1,0,0,0,0,Away
26,1,16,4,2,12,22,22,42,44,45,12,13,3,6,13,5,4,37,34,24,21,55,55,22,33,3.33,0.83,0,0,1,0,0,0,0,Draw
25,1,9,7,11,11,14,14,14,7,30,7,3,5,6,2,1,11,7,14,12,37,37,13,37,0,2.83,1.66,1,0,0,0,0,0,0,Away
25,1,9,6,7,9,11,11,15,13,20,4,4,3,4,4,1,6,16,14,19,20,41,41,27,14,3.16,0.83,1,0,0,0,0,0,0,Away
25,1,20,14,17,20,21,21,27,14,46,13,7,6,8,2,8,11,22,21,28,33,42,13,25,37,3.66,1.5,1,0,0,0,0,0,0,Home
25,1,23,7,23,26,16,15,24,14,36,10,6,6,4,4,2,9,14,14,12,20,40,40,50,11,3.66,2.16,1,0,0,0,0,0,0,Draw
24,1,13,18,14,18,19,16,15,20,41,15,2,9,8,5,5,6,17,14,25,18,31,16,31,55,1.0,0.5,0,0,0,0,1,0,0,Away
24,1,9,9,4,9,10,10,4,16,19,4,1,1,8,4,4,2,9,22,21,17,41,82,27,14,3.33,1.83,0,0,0,0,1,0,0,Away
23,1,19,2,6,16,13,13,24,19,27,13,7,3,3,5,4,4,12,10,5,11,64,37,18,37,2.16,0.5,0,0,0,0,0,0,1,Draw
23,1,19,6,11,18,19,19,27,20,41,15,6,9,4,4,8,7,20,22,19,25,35,27,55,48,1.66,0.83,0,0,0,0,0,0,1,Draw
22,1,17,10,7,16,17,16,21,23,37,13,5,6,6,6,5,5,20,14,20,7,39,31,39,47,1.66,0.33,0,0,0,0,0,1,0,Draw
22,1,2,4,5,9,2,2,4,3,6,1,1,1,0,1,0,1,4,2,2,3,20,41,35,41,2.83,1.16,0,0,0,0,0,1,0,Home
22,1,15,8,3,8,5,5,3,10,12,3,1,0,4,3,1,1,5,13,9,7,69,82,27,27,3.0,0.66,0,0,0,0,0,1,0,Home
